show_id,type,title,cast,release_year,listed_in,plataforma,duration_len,duration_type
a7245,Movie,Anna Karenina - Vronsky's Story,"Yelizaveta Boyarskaya, Maxim Matveyev, Kirill Grebenschikov",2017,"Drama, Romance",amazon,132,min
a7246,Movie,ACT 4 - Title after removing 1C - 1,1,2021,Action,amazon,61,min
a7247,Movie,Aarohanam,"Viji Chandrasekhar, Jayaprakash, Uma Padmanabhan, Rajie Vijay Sarathy, Sampath Raj",2012,Drama,amazon,78,min
a7248,Movie,A Patriot's Day,"Dean Cain, Jordon Gingrich, Heather Habura",2021,"Drama, Kids, Special Interest",amazon,74,min
a7249,Movie,49-O,"Goundamani, Thirumurugan, Guru Somasundaram, Balasingh, Rajendran",2015,Drama,amazon,109,min
a7250,Movie,10 Endrathukulla,"Vikram, Samantha Ruth Prabhu, Pasupathy, Rahul Dev, Abhimanyu Singh",2015,"Action, Romance",amazon,137,min
a7251,TV Show,Weegies,"Stephen Arthur, George Charles Stewart, Matthew Joseph-Campbell, Blair Edgar, Louise Smith, Dylan Blore",2021,Comedy,amazon,1,Season
a7252,Movie,The Prague Orgy,"Jonas Chernick, Ksenia Rappoport",2021,"Action, Drama, Suspense",amazon,107,min
a7253,Movie,The Bad Mother's Handbook,"Catherine Tate, Robert Pattinson, Holly Grainger, Anne Reid, Steve John Shepherd",2010,"Comedy, Drama",amazon,70,min
a7254,Movie,Sonna Puriyathu,"Shiva, Vasundhara Kashyap, Manobala, Jangiri Madhumitha, Gangai Amaran",2013,"Comedy, Drama",amazon,136,min
a7255,Movie,Moone Moonu Varthai,"Arjun Chidambaram, Aditi Chengappa, Venkatesh Harinathan, S. P. Balasubrahmanyam, Lakshmi, K. Bhagyaraj",2015,Comedy,amazon,123,min
a7256,TV Show,Kids,"Fedor Bavtrikov, Rodion Galyuchenko, Mikhail Khimichev, Alena Shitikova, Evgeni Tokarev, Anjela Belyanskaya, Grant Kagramanyan",2019,Drama,amazon,1,Season
a7257,Movie,Kadavul Paathi Mirugam Paathi,"Raj Zacharias, Sethu, Abhishek Vinod, Swetha Vijay",2015,"Action, Suspense",amazon,90,min
a7258,Movie,In Action,"Eric Silvera, Sean Kenealy",2021,"Action, Comedy",amazon,79,min
a7259,Movie,Clip: ACT 4 - Title after removing 1C - 4,1,2021,Comedy,amazon,61,min
a7260,TV Show,Wrecking the Uprising,"Peter Coonan, Owen McDonnell",2016,Drama,amazon,1,Season
a7261,Movie,Vetri Kodi Kattu,"Parthiban, Murali, Meena, Malavika, Vadivelu",2000,"Comedy, Drama",amazon,167,min
a7262,Movie,Time Well Spent,"Kross Brodersen, Declan Bradley, Henry McAlvany, Yeferson Bellido",2021,"Documentary, Sports",amazon,83,min
a7263,Movie,The Outlaw,"Jack Buetel, Thomas Mitchell, Walter Huston, Jane Russell",1943,Western,amazon,115,min
a7264,Movie,The Gigolo,"Dominic Ho, Candy Ka-Man Yuen, Jeana Ho, Hazel Tong, Winnie Leung",2015,"Comedy, Drama",amazon,97,min
a7265,Movie,The Destructors,"Michael Caine, Anthony Quinn, James Mason",1974,"Action, Drama",amazon,91,min
a7266,Movie,The Dangerous Lives of Altar Boys,"Emile Hirsch, Kieran Culkin, Vincent D'Onofrio, Jena Malone, Jake Richardson",2002,"Comedy, Drama",amazon,105,min
a7267,Movie,The Black Glove,sin datos,2021,Suspense,amazon,84,min
a7268,Movie,The Big Chase,sin datos,2021,Suspense,amazon,60,min
a7269,Movie,Strega,sin datos,2021,"Action, Science Fiction",amazon,85,min
a7270,Movie,Sirenetta & the Second Star,"Ashleigh Heaton, Angelicque Cate, Heather Pederson, Myriam Aburto, Blake Cordell, Stephanie Picton",2017,"Animation, Kids, Science Fiction",amazon,48,min
a7271,Movie,She,sin datos,2021,Animation,amazon,95,min
a7272,Movie,Shadow Man (Street Of Shadows),sin datos,2021,Suspense,amazon,84,min
a7273,Movie,Screwdriver,sin datos,2021,Horror,amazon,67,min
a7274,Movie,Saint Ralph,"Adam Butcher, Campbell Scott, Gordon Pinsent, Jennifer Tilly, Shauna MacDonald, Tamara Hope, Gerard Parkes",2005,"Comedy, Drama",amazon,98,min
a7275,Movie,Rebelion De Los Colgados Aka The Rebelion Of The Hanged,sin datos,2021,Drama,amazon,85,min
a7276,TV Show,Pirate Treasure: 4k Restored Special Edition,sin datos,2021,Action,amazon,1,Season
a7277,Movie,Peace Piece: The Immersive Poems Of Mandy Kahn (Director's Cut),sin datos,2021,"Arts, Entertainment, and Culture",amazon,75,min
a7278,Movie,Outlaw Women,sin datos,2021,Western,amazon,75,min
a7279,Movie,Not That Funny,"Tony Hale, Brigid Brannagh, K Callan, Timothy V. Murphy, John Kapelos, Nick Thune, Erin Way",2014,"Comedy, Drama",amazon,99,min
a7280,Movie,Near Enemies,"Trevor Nagle, Jeffrey Alan Foster, Kenny Beers, Jared Anderson, Josiah Frampton, Derek Crowe, Vint Carmona, Bryan Wilks",2020,Action,amazon,121,min
a7281,Movie,Monster From The Ocean Floor,sin datos,2021,Science Fiction,amazon,65,min
a7282,Movie,Massacre,sin datos,2021,"Drama, International, Western",amazon,75,min
a7283,Movie,Man Beast,sin datos,2021,Horror,amazon,60,min
a7284,Movie,Loan Shark,sin datos,2021,Suspense,amazon,80,min
a7285,Movie,Kizhakku Kadarkkari Salai,"Srikanth, Bhavana, Suresh, Sridevi Ashok, Ganja Karuppu",2006,Romance,amazon,134,min
a7286,Movie,House Of The Black Death,sin datos,2021,Horror,amazon,74,min
a7287,Movie,Gasoline Alley,sin datos,2021,"Comedy, International",amazon,77,min
a7288,Movie,Endless?,"Farkhondeh Rava, Shiva Sinaei",2018,"Arthouse, Drama, Suspense",amazon,80,min
a7289,Movie,Day Of The Reaper,sin datos,2021,Horror,amazon,71,min
a7290,Movie,Creature Of The Walking Dead,sin datos,2021,Horror,amazon,71,min
a7291,Movie,Bride And The Beast,sin datos,2021,Horror,amazon,78,min
a7292,Movie,Boy Meets Girl,"Sean Astin, Emily Hamphire, Joe Mantegna, Kevin McDonald, Kate Nelligan",1998,"Arthouse, Comedy, Science Fiction",amazon,95,min
a7293,Movie,Zombie Strippers,"Jenna Jameson, Robert Englund, Penny Vital, Whitney Anderson, Jennifer Holland, Dirk Rogers, Jeannette Sousa, Tito Ortiz, Marion Kerr",2008,"Comedy, Horror, Science Fiction",amazon,94,min
a7294,Movie,Top Dog,"Chuck Norris, Michele Lamar Richards, Erik von Detten, Carmine Caridi, Clyde Kusatsu",1995,"Action, Adventure, Comedy",amazon,86,min
a7295,Movie,The Wasp Woman,"Susan Cabot, Fred Eisley, Barboura Morris, Michael Mark, William Roerick",1959,Horror,amazon,73,min
a7296,Movie,The Squid and the Whale,"Jeff Daniels, Laura Linney, Jesse Eisenberg, Owen Kline, William Baldwin, Anna Paquin, Alexandra Daddario",2005,"Arthouse, Comedy, Drama",amazon,81,min
a7297,TV Show,The Sneaker Game,Randie Graves,2021,"Special Interest, Unscripted",amazon,1,Season
a7298,Movie,The Santa Trap,"Shelley Long, Robert Hays, Stacy Keach",2002,"Action, Comedy, Romance",amazon,89,min
a7299,Movie,The Goldfish in N City,"Dmitriy Kharatyan, Ekaterina Guseva, Aleksey Shevschenkov",2011,"Comedy, Kids, Science Fiction",amazon,88,min
a7300,Movie,The Gigolo 2,"Nancy Chow, Iris Chung, Dominic Ho, Tony Ho, Chi-Sing Lam",2016,Comedy,amazon,96,min
a7301,Movie,Survive,"Taylor Girard, Damin Duke Domingue, Blake Watson, Adam Burnette, Riya Atwood, Masefield Starkweather, Jak Kickliter, Jennifer Trudrung, Stephanie Morgan",2021,"Action, Horror, Suspense",amazon,71,min
a7302,Movie,Sniper Corpse,"Eleri Jones, Kit Smith, Howy Bratherton, Phil Stone",2019,"Action, Horror",amazon,78,min
a7303,Movie,Single White Female 2: The Psycho,"Kristen Miller, Allison Lange, Todd Babcock, Brooke Burns, James Madio, Michelle Page, Rif Hutton, Courtney Taylor Burness",2005,"Drama, Suspense",amazon,92,min
a7304,Movie,Shadowplay,"Tony Eusoff, Juria Hartmans, Stephen Rahman Hughes, Radhi Khalid, Susan Lankester",2019,"Science Fiction, Suspense",amazon,90,min
a7305,Movie,Relative Chaos,"Christopher Gorham, Nicholas Brendon, Terry Bradshaw, Charisma Carpenter, Fiona Reid, Jennifer Robertson, Mayko Nguyen, Jayne Eastwood",2006,Comedy,amazon,91,min
a7306,TV Show,Postcards From...,"Alex Smyth, Laura Bain, Shelby Travers, Grant Hardy, Bethany Deer",2020,Action,amazon,2,season
a7307,Movie,Played,"Val Kilmer, Gabriel Byrne, Vinnie Jones, Anthony LaPaglia, Bruno Kirby, Mick Rossi",2007,"Drama, Suspense",amazon,87,min
a7308,Movie,Nurses Do It Better,"Tatiana Sokolova, Despina Mirou, Skiip Pipo, Tracy Stresh Mcnulty",2018,"Comedy, Drama",amazon,59,min
a7309,Movie,Kuruthi,"Prithviraj Sukumaran, Roshan Mathew, Murali Gopy, Shine Tom Chacko, Srindaa, Mamukkoya, Manikanda Rajan, Navas Vallikkunnu, Sagar Surya, Naslen",2021,Suspense,amazon,122,min
a7310,Movie,Jack Goes Boating,"Philip Seymour Hoffman, Amy Ryan, Daphne Rubin-Vega, John Ortiz",2010,Romance,amazon,91,min
a7311,Movie,I Always Said After,"Grace Wethor, Lisette Alexis",2021,Drama,amazon,46,min
a7312,Movie,GOD & SPIES,"Rich Fairnella, Garry Matheny",2021,"Action, Drama, Special Interest",amazon,88,min
a7313,Movie,Frankenfish,"Raoul Max Trujillo, Mark Boone Junior, Reggie Lee",2004,"Action, Comedy",amazon,84,min
a7314,Movie,Eggs,"Joe Pantoliano, Brooke Shields, Sandra Bernhard, Gary Litman, Nancy Kerrigan, James Woods, Tara Sands",2021,"Animation, Kids",amazon,87,min
a7315,Movie,Domestique,"Tereza Hofová, Jirí Konvalinka",2018,"Horror, Suspense",amazon,115,min
a7316,Movie,Diggers,"Paul Rudd, Lauren Ambrose, Ron Eldard, Josh Hamilton, Sarah Paulson",2008,Arthouse,amazon,90,min
a7317,Movie,Dhogs,"Carlos Blanco, Alejandro Carro, María Costas",2017,"Drama, Horror, Suspense",amazon,85,min
a7318,Movie,"Cougars, Inc.","James Belushi, Denise Richards, Kathryn Morris, Kyle Gallner, Sarah Hyland",2011,"Comedy, Drama",amazon,82,min
a7319,Movie,Closer and Closer,"Kim Delaney, Scott Kraft, John J. York, Anthony Sherwood, Peter Outerbridge",1996,Suspense,amazon,92,min
a7320,TV Show,Clip: ACT 3 Series post 1C 2,1,2021,TV Shows,amazon,1,Season
a7321,Movie,Chhote Ustaad-Precaution is better than cure,"Jyoti Kalash IAS, Sandeep, Anuwansh Sharma, Fr. Stanley K, Reema Ojha, Meenu, Nikhil sahu, Bhopal singh, Vijay yadav, Sagar, Sohit sony",2021,Drama,amazon,124,min
a7322,TV Show,Cam & Leon,sin datos,2017,"Animation, Comedy, Kids",amazon,1,Season
a7323,Movie,Buchinaidu Kandriga,"Munna, Drishika Chander, Ravi Varma, Subbarao",2020,Drama,amazon,122,min
a7324,Movie,Bloodworth,"Kris Kristofferson, Frances Conroy, Dwight Yoakam, Reece Daniel Thompson, W. Earl Brown, Hilarie Burton, Sheila Kelley, Val Kilmer, Hilary Duff",2011,Drama,amazon,95,min
a7325,Movie,All The Men In My Life,"Rochelle Aytes, Brian White, Obba Babatude",2021,Romance,amazon,77,min
a7326,TV Show,Akedo: Ultimate Arcade Warriors,sin datos,2021,"Action, Animation, Kids",amazon,1,Season
a7327,Movie,Zebra Girl,"Tom Cullen, Sarah Roy, Jade Anouka, Anna Wilson-Jones",2021,"Drama, Suspense",amazon,79,min
a7328,Movie,Three Kingdoms,"Andy Lau, Sammo Hung Kam-Bo, Maggie Q",2008,"Action, Drama",amazon,102,min
a7329,Movie,The Woman In The Window,"Edward G. Robinson, Joan Bennett, Raymond Massey, Dan Duryea",1944,"Drama, Suspense",amazon,99,min
a7330,Movie,The Refractor,"Kwai Daniels, Chaunci Zitro Ortiz, Billy Greenawalt, Jermaine Young, Jim Gessner, Bill Turney, Lewis Macklin",2018,"Action, Science Fiction",amazon,78,min
a7331,Movie,The Eyes of Laura Mars,"Faye Dunaway, Tommy Lee Jones, Raul Julia, Rene Auberjonois",1978,Suspense,amazon,103,min
a7332,Movie,The Carducci Talent Show,"Saydee Dickinson, Johnno Wilson, Sara Fletcher, Anthony Fanelli, Maya Nalli, Michael Strassner, Arielle Marie Fanelli, Andrew Searles, Miranda O'Hare, Lucy Blehar",2021,"Drama, Horror, Suspense",amazon,36,min
a7333,Movie,Simhasanam,"Prithviraj Sukumaran, Sai Kumar, Vendana Menon, Aishwarya Devan",2021,"Action, Romance",amazon,154,min
a7334,Movie,Shershaah,"Sidharth Malhotra, Kiara Advani, Shiv Panditt, Shataf Figar, Raj Arjun, Himanshu Ashok Malhotra, Nikitin Dheer, Anil Charanjeett, Sahil Vaid, Pranay Pachauri, Pawan Chopra",2021,Action,amazon,135,min
a7335,Movie,Raja The Great (Malayalam),"Ravi Teja, Mehreen, Raadhika, Vivan Bhatena, Rajendra Prasad, Prakash Raj, Sampath Raj, Sai Kumar",2017,"Action, Comedy",amazon,150,min
a7336,Movie,Oru Naal Koothu,"Dinesh, Miya, Nivetha Pethuraj, Abhinav, Riythvika",2016,"Comedy, Romance",amazon,128,min
a7337,Movie,Nancy,"Andrea Riseborough, Steve Buscemi, Ann Dowd, John Leguizamo, J. Smith-Cameron, Virginia Kull, Olli Haaskivi, Owen Campbell",2018,"Horror, Suspense",amazon,85,min
a7338,Movie,Naane Raja Naane Mandhiri,"Vijayakanth, Raadhika, Jeevitha, Goundamani",1985,"Comedy, Romance",amazon,137,min
a7339,Movie,Killer Movie,"Paul Wesley, Kaley Cuoco, Gloria Votsis, Jason London",2008,"Comedy, Horror",amazon,76,min
a7340,Movie,Jurassic Attack,"Corin Nemec, Vernon Wells, Gary Stretch, Alicia Ziegler",2016,"Action, Comedy",amazon,83,min
a7341,Movie,Julia,"Camila Lorenzo, Higor Campagnaro, Murici Lima",2021,Drama,amazon,17,min
a7342,Movie,Homeless Henry - Through the Tears,"Jae Head, Hannah Brie Howard, Matt Williams, Stuart Miller, Cindi Miller, J.P. Edwards, Grace Giles, Michelle Castelli, Misty M. Stewart, Don Kinmon, James O. Miller Jr., Jeremy Dossey, Wyatt Lee Turtle Powell",2020,"Drama, Kids, Special Interest",amazon,50,min
a7343,Movie,Havana Darkness,"Guillermo Ivan, Carolina Ravassa, Zach Rose, Jack Dimich, Jim Boerlin",2019,"Horror, Suspense",amazon,85,min
a7344,Movie,Georgootty C/o Georgootty,"Jayaram, Sunitha, Thilakan, K. P. A. C. Lalitha, Jagathy Sreekumar",1991,"Comedy, Drama",amazon,133,min
a7345,Movie,En Manaivi,"K. Sarangkapani, K. R. Chellam, S.R.Krishna Iyengar, Nagercoil K. Mahadevan, R. Padma",1942,Drama,amazon,170,min
a7346,Movie,Courtroom Double Feature,"Steve McQueen, William Shatner",1954,Drama,amazon,150,min
a7347,Movie,Bratz: The Movie,"Nathalia Ramos, Skyler Shaye, Logan Browning, Janel Parrish, Chelsea Staub, Jon Voight",2007,"Arts, Entertainment, and Culture, Comedy, Kids",amazon,102,min
a7348,TV Show,Bazukuru,Derek Dj Noxolo Daphne Jo,2021,Comedy,amazon,1,Season
a7349,Movie,A Thousand Things I'd Do For You,sin datos,2017,"Comedy, Romance",amazon,87,min
a7350,Movie,7 Assassins,"Eric Tsang, Xiong Xinxin, Gui Tao, Gigi Leung, Felix Wong, Li Wei Shaun, Tam Ni Hongjie, Ray Lui, Michael Wong",2013,"Action, Adventure",amazon,103,min
a7351,Movie,Velainu Vandhutta Vellaikaaran,"Vishnu Vishal, Nikki Galrani, Soori, Robo Shankar, Reshma Pasupuleti, Aadukalam Naren",2016,"Comedy, Drama",amazon,133,min
a7352,Movie,The Bedroom Window,"Steve Guttenberg, Elizabeth McGovern, Isabelle Huppert",1987,Suspense,amazon,113,min
a7353,Movie,Tangerine,"Alla Tumanian, Mya Taylor, Karren Karagulian, Kitana Kiki Rodriguez, Luiza Nersisyan, James Ransone, Mickey O'Hagan, Arsen Grigoryan",2015,"Comedy, Drama, Suspense",amazon,88,min
a7354,Movie,Sunshine Superman,"Carl Boenish, Jean Boenish, John Long, Marah Strauch",2016,"Action, Adventure, Documentary",amazon,102,min
a7355,Movie,South,"Darragh O'Toole, Emily Lamey, Joe Rooney, Andie McCaffrey Byrne",2021,"Arts, Entertainment, and Culture, Romance",amazon,75,min
a7356,Movie,Saltwater: The Battle For Ramree Island,"Glenn Salvage, Jas Steven Singh, Steve Dolton, Ryan Harvey",2021,"Action, Horror",amazon,83,min
a7357,Movie,Quid Pro Quo,"Nick Stahl, Vera Farmiga, Jacob Pitts, Aimee Mullins, Jeane Fournier",2009,"Drama, Romance, Suspense",amazon,82,min
a7358,Movie,Loving Annabelle,"Erin Kelly, Diane Gaidry, Ilene Graff, Gustine Fudickar, Laura Breckenridge, Michelle Horn",2006,"Drama, LGBTQ, Romance",amazon,77,min
a7359,Movie,Lodukku Pandi,"Karunas, Ilavarasu, Neha Saxena, Manobala",2015,"Comedy, Drama",amazon,111,min
a7360,Movie,Last Days,sin datos,2021,Drama,amazon,146,min
a7361,TV Show,Hideaki Anno: The Final Challenge of Evangelion,sin datos,2021,Documentary,amazon,1,Season
a7362,Movie,"Drunk, Stoned, Brilliant, Dead: The Story of the National Lampoon","Chevy Chase, Judd Apatow, Henry Beard, PJ O’Rourke",2015,Documentary,amazon,95,min
a7363,Movie,Becks,"Lena Hall, Christine Lahti, Mena Suvari, Dan Fogler, Michael Zegen, Hayley Kiyoko, Darren Ritchie, Sas Goldberg, Morgan Weed, Sarah Wilson, Natalie Gold",2018,"Arts, Entertainment, and Culture, Drama",amazon,94,min
a7364,Movie,Bangalore Naatkal,"Sri Divya, Bobby Simha, Arya, Rana Daggubati, Parvathy Thiruvothu, Raai Laxmi",2016,"Comedy, Drama",amazon,149,min
a7365,Movie,Arsenal,"Nicolas Cage, John Cusack, Adrian Grenier, Johnathon Schaech, Lydia Hull, Abbie Gayle",2017,"Action, Suspense",amazon,92,min
a7366,Movie,Apex Predators,sin datos,2021,Action,amazon,70,min
a7367,Movie,Antidote,"Ashlynn Yennie, Louis Mandylor",2021,"Horror, Science Fiction, Suspense",amazon,88,min
a7368,Movie,2149: The Aftermath,"Nick Krause, Molly Parker, Juliette Gosselin, Jordyn Negri",2021,Science Fiction,amazon,77,min
a7369,Movie,15 Years,"Oded Leopold, Udi Persi, Ruti Asarsai",2020,"Arthouse, Drama, LGBTQ",amazon,89,min
a7370,Movie,Valley of Ditches,"Amanda Todisco, Russell Bradley Fenton, Jeremy Sless",2017,"Horror, Suspense",amazon,80,min
a7371,Movie,Vallal,"Sathyaraj, Meena, Roja Selvamani, Manorama, Goundamani, Senthil, Manivannan",1997,"Comedy, Drama",amazon,147,min
a7372,Movie,Uladhaal,"Ankush Chaudhari, Subodh Bhave, Bharat Jadhav, Makarand Anaspure, Siddarth Jadhav, Madhura Velankar, Aditi Sarangdhar, Nirmal Pandey, Lokesh Gupte, Dhananjay Mandrekar, Mahesh Manjrekar, Jagannath Nivangune, Amir Tadwalkar",2008,"Action, Suspense",amazon,135,min
a7373,Movie,Trap,"Ashton Blanchard, Alan Perada, Alonzo Jones",2017,"Drama, Suspense",amazon,89,min
a7374,Movie,The Substance Of Things Hoped For,"Ray Wise, Vanessa Lengies, Shannon Cochran",2006,"Drama, Science Fiction, Special Interest",amazon,87,min
a7375,Movie,The Object of Beauty,"John Malkovich, Andie McDowell, Joss Ackland, Rudi Davies, Lolita Davidovich",1991,"Comedy, Drama",amazon,103,min
a7376,TV Show,The G,"William L. Johnson, Morocco Omari, Antoine McKay, Donny Williams, Christie Tate, Guy Spencer, James Gordon",2021,Drama,amazon,1,Season
a7377,Movie,The Adventurers,"Andy Lau, Rosamund Kwan",1995,Action,amazon,111,min
a7378,Movie,Thaimel Aanai,"Arjun, Saroja Devi, Raghuvaran, Ranjini, Madhuri, Senthil",1988,"Action, Romance",amazon,138,min
a7379,Movie,T-Rex Ranch Summertime Special,sin datos,2021,Kids,amazon,47,min
a7380,TV Show,Stand By Me,"Yi Cheng, Yuxi Zhang",2021,"Drama, Romance",amazon,1,Season
a7381,Movie,Soledad,"Chase Austin, Jesse Celedon, Roseny Carrero",2014,Drama,amazon,84,min
a7382,Movie,Sharyat,"Sachin Pilgaonkar, Santosh Juvekar, Tejashree Pradhan, Neena Kulkarni, Kishore Chougule, Bhargavi Chirmuley, Neha Pendse, Sampada Joglekar Kulkarni, Uday Sabnis, Jaywant Wadkar",2011,"Action, Drama",amazon,126,min
a7383,Movie,Shared Rooms,"Christopher Grant Pearson, Alec Manley Wilson, Ryan Weldon, Alexander Neil Miller, Justin Xavier, Robert Werner, Daniel Lipshutz, David Vaughn",2016,"Comedy, LGBTQ",amazon,75,min
a7384,Movie,"RiffTrax: ""MANOS"" The Hands of Fate","Michael J. Nelson, Kevin Murphy, Bill Corbett, Tom Neyman, John Reynolds, Diane Adelson, Harold Warren, Jackey Neyman Jones, Mystery Science Theater 3000 Guys",2013,"Comedy, Horror",amazon,71,min
a7385,Movie,Red Hill,"Ryan Kwanten, Steve Bisley, Tommy Lewis, Claire van der Boom, Ronald Falk, Eddie Baroo, Jada Alberts, John Brumpton",2010,"Suspense, Western",amazon,98,min
a7386,Movie,Red,"Ajith Kumar, Priya Gill, Manivannan, Salim Ghouse, Raghuvaran, Rajan P. Dev, Revathi, Rajesh",2002,"Action, Drama",amazon,176,min
a7387,Movie,Pudhumai Penn,"Pandiyan, Revathi, Pratap Pothen, Dr. Rajasekhar, Y. G. Mahendran",1984,Drama,amazon,144,min
a7388,Movie,Phas Gaye Re Obama,"Rajat Kapoor, Neha Dhupia, Sanjay Mishra, Manu Rishi Chadha, Pragati Pandey, Brijendra Kala, Sushil Pandey, Sumit Nijhawan, Amit Sial, Surendra Rajan, Amole Gupte, Dinesh Nag, Pramod Pathak, Preeti Kochar",2010,"Comedy, Drama",amazon,111,min
a7389,TV Show,Pete the Cat,"Jacob Tremblay, Jeff “Swampy” Marsh, KT Tunstall, Don Was, Alyson Stoner, Atticus Shaffer, Indie Nameth, Juliet Donenfeld, Felix Avitia, Jessica Biel, Rhys Darby, Pamela Adlon, Fred Tatasciore, Diedrich Bader, Jesse Tyler Ferguson, Jim Parsons, Tom Freund",2021,Kids,amazon,8,season
a7390,Movie,Pawn Shop Chronicles,"Paul Walker, Elijah Wood, Norman Reedus, Vincent D'Onofrio, Brenden Fraser, Matt Dillon, Thomas Jane",2013,"Action, Comedy",amazon,112,min
a7391,Movie,Onirica,"Fabio Rossini, Camilla Nigro, Diego Casale, Alice Lussiana Parente, Alfonso De Filippis, Giorgio Mirto, Diamara Ferrero",2019,"Drama, Horror, Suspense",amazon,95,min
a7392,Movie,Night Shift,"Georgia Walters, Anthony Winnick, Jesse Morton, Verity Higgins, Stephen Francis",2021,"Comedy, Drama",amazon,98,min
a7393,Movie,Nandha,"Suriya, Laila, Karunas, Rajkiran",2001,"Action, Drama",amazon,126,min
a7394,Movie,Missionary Man,"Dolph Lundgren, Kateri Walker Nancy, Chelsea Ricketts, Matthew Tompkins, John D. Montoya, Sophia Ali, Andrew Stevens, John Enos III, August Schellenberg",2007,"Action, Drama, Suspense",amazon,93,min
a7395,Movie,Maai Baap,"Sandeep Kulkarni, Aditi Deshpande, Mohan Agashe, Spruha Joshi, Yatin Karyekar, Milind Pathak, Madhavi Soman",2007,"Drama, Kids",amazon,111,min
a7396,Movie,Love is not what it used to be,"Aida Folch, Petra Martínez, Nicolás Coronado, Alberto San Juan, Blanca Romero, Jose Coronado",2014,Comedy,amazon,89,min
a7397,TV Show,Let's enjoy Kenya safari like a popular online tour!,sin datos,2020,Documentary,amazon,1,Season
a7398,Movie,Karuppu Aadu,"Angaditheru Mahesh, Akshita",2020,Action,amazon,93,min
a7399,TV Show,JUHOU 2405 Reason of my death,Ai Takahashi,2012,Horror,amazon,1,Season
a7400,Movie,Irudhi Suttru,"R. Madhavan, Ritika Singh, Mumtaz Sorcar, Nassar, Radha Ravi",2016,Drama,amazon,106,min
a7401,Movie,Inji iduppazhagi,"Anushka Shetty, Arya, Prakash Raj, Urvashi, Sonal Chauhan",2015,Comedy,amazon,119,min
a7402,Movie,Ilakku,"Akash, Silojan, Pushpa, Jeevesh, Shanuga",2015,"Action, Drama",amazon,99,min
a7403,Movie,Ice Soldiers,"Dominic Purcell, Adam Beach, Michael Ironside, Gabriel Hogan",2013,"Action, Suspense",amazon,95,min
a7404,Movie,Hi Porgi Kunachi,"Nirmiti Sawant, Pandharinath Kamble, Sachin Pilgaonkar, Arun Nalawade, Swati Chitnis, Dr. Vilas Ujawane, Ranjit Jog, Kadambari Kadam, Prateeksha Lonkar, Yatin Karyekar, Sushant Shellar, Anand Abhyankar, Vijay Gokhale, Sunil Tawde",2007,"Comedy, Drama",amazon,131,min
a7405,Movie,Gunde Pranayam,"OS. Sangeeth, Indu, Baburao, Meesala Vijay, Bhanu",2021,"Action, Comedy, Drama",amazon,96,min
a7406,Movie,Familiars,"Jasmine Hodgson, Michael Howard, Rebecca Watts, Sarah Jane Gonzales, Beth Molloy, Adrienne Thornley, Paul Vella, Holly Nicoll, Michael Munn",2021,Horror,amazon,91,min
a7407,TV Show,Eternal Love of Dream,"Dilraba Dilmurat, Vengo Gao, James Li, Lawrence Wang, Yuan Yu Xuan, Fan Zhi Xin",2020,"Drama, Romance, Science Fiction",amazon,1,Season
a7408,Movie,Ennul Aayiram,"Maha, Marina Michael, Shruti Yugal, Swarupu, Vincent Asokan",2016,Romance,amazon,130,min
a7409,Movie,Eddie Izzard: Force Majeure,Eddie Izzard,2013,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon,86,min
a7410,Movie,Eddie Izzard: Dress To Kill,Eddie Izzard,1999,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon,115,min
a7411,TV Show,Dragon King Legend .Born Disappeared Martial Soul,sin datos,2021,Animation,amazon,1,Season
a7412,Movie,Dostana,"Abhishek Bachchan, John Abraham, Priyanka Chopra, Kirron Kher, Bobby Deol, Boman Irani, Sushmita Mukherjee",2008,"Comedy, International",amazon,142,min
a7413,Movie,Deva Shapath Khota Saangen Khara Sangnar Nahi,"Ashok Saraf, Vijay Chavan, Priya Berde, Avishkar Darvhekar, Rohini Hattangadi, Pragya Jhadav, Kuldeep Pawar, Ashok Shinde",2006,Comedy,amazon,131,min
a7414,Movie,Desert Dancer,"Nazanin Boniadi, Marama Corlett, Tom Cullen, Freida Pinto",2016,"Arts, Entertainment, and Culture, Drama",amazon,104,min
a7415,Movie,Demonte Colony,"Arulnithi, Ramesh Thilak, Sananth, Abishek Joseph George, M. S. Bhaskar",2015,"Horror, Suspense",amazon,111,min
a7416,TV Show,Court Lady,"Li Yi Tong, Xu Kai, Li Ze Feng, Wu Jia Yi, Tan Jian Ci, Hong Yao",2021,"Drama, Romance",amazon,1,Season
a7417,Movie,Chashme Bahaddar,"Sanjay Narvekar, Dipali Sayyad, Vijay Chavan, Johnny Lever, Rajpal Yadav, Deepak Shirke, Sahil Shirvaikar, Jaiwant Bhalekar, Kishori Ambiye, Purnima Ahire, Vijay Kadam, Jayraj Nair, Arun Nalawade, Sunil Pal, Nisha Parulekar, Kamlakar Satputhe, Sunil Tawde",2006,Comedy,amazon,146,min
a7418,Movie,Bruce Lee,"G. V. Prakash Kumar, Kriti Kharbanda, Bala Saravanan, Ramdoss, Rajendran, Mansoor Ali Khan, Anandaraj",2017,"Action, Comedy",amazon,119,min
